web_scraper_order,web_scraper_start_url,links,question_links,question,anwer
"1775041544-29","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#questions","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#faq-8796127602764","https://epson.com/faq/SPT_C11CJ67201~faq-0000f4c-shared?faq_cat=faq-8796127602764","How do I add my Epson printer to the Printer list in macOS 12 or later?","See our Adding a Printer in macOS 12 or Later page for details."
"1775041546-30","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#questions","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#faq-8796127602764","https://epson.com/faq/SPT_C11CJ67201~faq-0000f4b-shared?faq_cat=faq-8796127602764","I can't find some of my printer's settings in macOS 12 or later. What should I do?","Make sure you're using the Epson driver for your printer. See our Adding a Printer in macOS 12 or Later page for instructions."
"1775041550-31","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#questions","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#faq-8796127602764","https://epson.com/faq/SPT_C11CJ67201~faq-000050c-et2400?faq_cat=faq-8796127602764","How do I install the software for my product if I don't have the CD?","You can download the latest driver for your product from the Downloads tab on your product's support page.
Note: Mac drivers are available via download only.
To download and install the drivers and utilities, do the following:

	Make sure the product is not connected to your computer. (You will be prompted to connect it during the installation process, if necessary.)
	
	Note: Make a note of the file name and its location so you can easily retrieve it.
	Open the file you downloaded and follow the on-screen instructions to install the software.
	 Follow the setup instructions in our how-to video.


To obtain a replacement copy of the software CD (stock permitting), please contact our Driver Fulfillment department at 562-276-4367 (U.S.) or 905-709-3839 (Canada). A charge for shipping and handling plus any applicable taxes may apply."
"1775041554-32","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#questions","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#faq-8796127602764","https://epson.com/faq/SPT_C11CJ67201~faq-0000aac-et2400?faq_cat=faq-8796127602764","How do I fill the ink tanks for the first time?","See our helpful how-to video on YouTube."
"1775041556-33","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#questions","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#faq-8796127602764","https://epson.com/faq/SPT_C11CJ67201~faq-0000502-et2400?faq_cat=faq-8796127602764","How do I set up my product for wireless printing in Windows or on my Mac?","See our helpful how-to video on YouTube."
"1775041560-34","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#questions","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#faq-8796127602764","https://epson.com/faq/SPT_C11CJ67201~faq-00004fb-et2400?faq_cat=faq-8796127602764","The option for 2-Sided Printing (Windows only) is gray or not available. What should I do?","Make sure you use a paper type and size that supports this feature. Automatic double-sided printing is only available if you select plain paper and one of these paper sizes in the printer software:      Letter (8.5 × 11 inches [216 × 279 mm])    A4 (8.3 × 11.7 inches [210 × 297 mm])"
"1775041563-35","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#questions","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#faq-8796127602764","https://epson.com/faq/SPT_C11CJ67201~faq-0000803-et2400?faq_cat=faq-8796127602764","How do I enable double-sided printing for my product in Windows?","You can print on both sides of the paper by selecting one of the 2-Sided Printing options on the Main tab.
  
    Note: You will need to print one side and flip the paper over manually to print the other side.      Note:Some options may be pre-selected or unavailable, depending on other settings you have chosen or if you are accessing the product over a network.      Select one of the following options for 2-Sided Printing:      Manual (Long-edge binding) to print your double-sided print job by printing one side and prompting you to flip the paper over on the long edge to print the other side.      Manual (Short-edge binding) to print your double-sided print job by printing one side and prompting you to flip the paper over on the short edge to print the other side.        Click the Settings button. You see a window like this:
  
    Select the double-sided printing options you want to use.    Click OK to return to the Main tab.    Print a test copy of your double-sided document to test the selected settings.    Follow any instructions displayed on the screen during printing.        Note: The surface of the paper may smear during double-sided printing. Make sure the ink has dried before reloading the paper.  Related tasks
  Selecting Basic Print Settings - Windows"
"1775041566-36","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#questions","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#faq-8796127602764","https://epson.com/faq/SPT_C11CJ67201~faq-0000604-et2400?faq_cat=faq-8796127602764","How do I change the Power Off and Sleep Timer settings?","Follow the instructions below for your operating system.      Changing the Power Off and Sleep Timer Settings - Windows  You can use the printer software to change the time period before the printer enters sleep mode or turns off automatically.    Access the Windows Desktop and right-click the  icon for your product in the right side of the Windows taskbar, or click the up arrow and right-click . Select Printer Settings and click the Maintenance tab.    Click the Printer and Option Information button. You see this window:
  
    Select the time period you want as the Power Off Timer setting.    Note: Your product may have the Power Off Timer feature or Power Off If Inactive and Power Off If Disconnected features depending on the location of purchase.      Click Send.    Select the time period you want as the Sleep Timer setting.    Click Send.    Click OK to close the open program windows.        Changing the Power Off and Sleep Timer Settings - Mac  You can use the printer software to change the time period before the printer enters sleep mode or turns off automatically.    In the Apple menu or the Dock, select System Preferences. Select Print & Fax, Print & Scan, or Printers & Scanners, select your product, and select Options & Supplies. Select Utility and select Open Printer Utility.    Select Printer Settings. You see this screen:
  
    Select the time period you want as the Power Off Timer setting.    Note: Your product may have the Power Off Timer feature or Power Off If Inactive and Power Off If Disconnected features depending on the location of purchase.      Select the time period you want as the Sleep Timer setting.    Click Apply.    If you see the confirmation message, click Yes, and close the Printer Settings window."
"1775041571-37","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#questions","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#faq-8796127602764","https://epson.com/faq/SPT_C11CJ67201~faq-00005f3-et2400?faq_cat=faq-8796127602764","How do I uninstall the Epson printer and scanning software in Windows or on my Mac?","Follow the instructions below for your operating system.      Uninstalling Product Software - Windows  You can uninstall and then re-install your product software to solve certain problems.    Turn off the product.    Disconnect any interface cables.    Do one of the following:      Windows 11: Click , then search for Settings and select it. Select Apps or System > Apps & features. Then select the program you want to uninstall and select Uninstall.      Windows 10: Click  and select  (Settings) > Apps or System > Apps & features. Then select the program you want to uninstall and select Uninstall.      Windows 8.x: Navigate to the Apps screen and select Control Panel > Programs > Programs and Features. Select the uninstall option for your Epson product, then select Uninstall/Change.    Note: If you see a User Account Control window, click Yes or Continue.  Select your product again, if necessary, then select OK, and click Yes to confirm the uninstallation.      Windows (other versions): Click  or Start, and select All Programs or Programs. Select EPSON, select your product, then click EPSON Printer Software Uninstall.    Note: If you see a User Account Control window, click Yes or Continue.  In the next window, select your product and click OK. Then follow any on-screen instructions.        Do one of the following to uninstall Epson Event Manager, then follow any on-screen instructions:      Windows 11/Windows 10/8.x: Select Epson Event Manager and click Uninstall.      Windows 7/Windows Vista: Open the Windows Control Panel utility. Select Programs and Features. (In Classic view, select Programs and click Uninstall a program.) Select Epson Event Manager and click Uninstall/Change.        Do one of the following to uninstall Epson Scan 2, then follow any on-screen instructions:      Windows 11/Windows 10: Select Epson Scan 2 and click Uninstall.      Windows 8.x/Windows 7/Windows Vista: Select Epson Scan 2 and click Uninstall/Change.        Do one of the following to uninstall Epson ScanSmart, then follow any on-screen instructions:      Windows 11/Windows 10: Select Epson ScanSmart and click Uninstall.      Windows 8.x/Windows 7/Windows Vista: Select Epson ScanSmart and click Uninstall/Change.        Restart your computer, then see the Start Here sheet to re-install your software.        Note: If you find that re-installing your product software does not solve a problem, contact Epson.      Uninstalling Product Software - Mac  In most cases, you do not need to uninstall your product software before re-installing it. However, you can download the Uninstaller utility from the Epson support website to uninstall your product software as described here.    Note: If you find that re-installing your product software does not solve a problem, contact Epson.      To download the Uninstaller utility, visit and select your product.    Click Downloads.    Select your operating system, click Utilities, locate the Uninstaller utility, and click Download.    Run the file you downloaded.    Double-click the Uninstaller icon.    In the Epson Uninstaller screen, select the checkbox for each software program you want to uninstall.    Click Uninstall.    Follow the on-screen instructions to uninstall the software.    Reinstall your product software.        Note: If you uninstall the printer driver and your product name remains in the Print & Fax, Print & Scan, or Printers & Scanners window, select your product name and click the – (remove) icon to remove it."
"1775041574-38","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#questions","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#faq-8796127602764","https://epson.com/faq/SPT_C11CJ67201~faq-00004c7-shared?faq_cat=faq-8796127602764","I can't get Epson Status Monitor to work over my wireless network. What should I do?","If the product is not shared, make sure it is connected to the network wirelessly. Try moving your product or computer to a different location within range of your wireless network. Avoid placing the computer, product, or wireless access point near microwaves, cordless telephones, or other sources of wireless interference.      If the product is set up as a shared printer, Epson Status Monitor will not work and is not supported."
"1775041577-39","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#questions","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#faq-8796127602764","https://epson.com/faq/SPT_C11CJ67201~faq-0000cae-shared?faq_cat=faq-8796127602764","How do I turn off the pop-up messages from Epson Event Manager in Windows 10?","You can use the Action center or your System settings to turn off the pop-up message. Follow the steps below for the option you want to use to turn off the message:      Action center      Select the Action center icon, located in the lower right corner of your screen.    Note: Notifications may say Scanner is disconnected or Scanner is Available.      Right-click the notifications icon and select Turn off notifications for Epson Event Manager.        System settings      The pop-up message can also be disabled in your system settings. Do the following:      Click  and select  (Settings) > System > Notifications & actions.    Scroll down to locate Epson Event Manager.    Turn off the switch for Epson Event Manager."
"1775041580-40","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#questions","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#faq-8796127602764","https://epson.com/faq/SPT_C11CJ67201~faq-0000525-shared?faq_cat=faq-8796127602764","What are the port numbers for Epson network printers (wired and wireless)?","See the table below.      Note: Not all operations are supported by all products.            Service name      Protocol type      Local/Remote port number      Controls these operations            ENPC      UDP      3289/Any port      Searching for a product from applications such as printer or scanner drivers, or EpsonNet Config          SNMP      UDP      161/Any port      Acquiring and configuring MIB from applications such as printer or scanner drivers, or EpsonNet Config          LPR      TCP      515/Any port      Forwarding LPR data          RAW (Port9100)      TCP      9100/any port      Forwarding RAW data          IPP/IPPS      TCP      631/Any port      Forwarding AirPrint data (IPP/IPPS printing)          WSD      TCP      Any port/5357      Controlling WSD          WS-Discovery      UDP      3702/Any port      Searching for a product from WSD          Network Scan      TCP      1865/Any port      Forwarding scan data from Document Capture Pro and Document Capture          Network Push Scan      TCP      Any port/2968      Acquiring job information on push scanning from Document Capture Pro and Document Capture          Network Push Scan Discovery      UDP      2968/Any port      Searching for a computer during push scanning from Document Capture Pro and Document Capture          FTP Data (Local)      TCP      20/Any port      Forwarding FTP printing data to FTP server          FTP Control (Local)      TCP      21/Any port      Controlling FTP printing to FTP server          FTP Data (Remote)      TCP      Any port/20      Forwarding scan data and received fax data to FTP client; controls only an FTP server that uses remote port 20          FTP Control (Remote)      TCP      Any port/21      Forwarding scan data and received fax data to FTP client          CIFS (Local)*      TCP      445/Any port      Sharing a network folder on CIFS server          CIFS (Remote)*      TCP      Any port/445      Forwarding scan data and received fax data to a folder on CIFS server          NetBIOS Name Service (Local)      UDP      137/Any port      Sharing a network folder on CIFS server          NetBIOS Datagram Service (local)      UDP      138/Any port          NetBIOS Session Service (Local)      TCP      139/Any port          NetBIOS Name Service (Remote)      UDP      Any port/137      Forwarding scan data and received fax to a folder on CIFS server          NetBIOS Datagram Service (Remote)      UDP      Any port/138          NetBIOS Service (Remote)      TCP      Any port/139          HTTP (Local)      TCP      80/Any port      Forwarding Web Config and WSD data to a HTTP or HTTPS server          HTTPS (Local)      TCP      443/Any port          HTTP (Remote)      TCP      Any port/80      Communicating with Epson Connect or Chromebook Native Printing, firmware update, and root certificate update on a HTTP or HTTPS client          HTTPS (Remote)      TCP      Any port/443          * To control forwarding of scan and received fax data, share a network folder, or receive fax data from PC-Fax, select Port Number as the Method of Choosing Port option and specify the port numbers for CIFS and NetBIOS."
"1775041583-41","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#questions","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#faq-8796127602764","https://epson.com/faq/SPT_C11CJ67201~faq-00004fc-shared?faq_cat=faq-8796127602764","How do I obtain the latest product software for Windows or my Mac?","The following options are available:      You can use Epson Software Updater (which is installed the first time you install the printer driver) to notify you when new updates are available for download. Software Updater analyzes the Epson software (drivers, utilities, firmware, etc.) installed on your computer and product, and notifies you if new updates are available for download.    If you already installed a Windows printer driver, you can update the driver by selecting Software Update on the Maintenance tab in the printer driver settings window.    You can download the software from the Downloads tab on your product's support page."
"1775041586-42","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#questions","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#faq-8796127602764","https://epson.com/faq/SPT_C11CJ67201~faq-00004dc-shared?faq_cat=faq-8796127602764","Does Epson make drivers for Linux?","Linux drivers are available for some products. Visit the links below to see the drivers available for your product, as well as information about using an Epson product with Linux.      Note: Epson does not provide support for Linux drivers.        Linux drivers for Epson products      Linux FAQs for Epson products(only available in English)      Linux manuals for Epson products(only available in English)"
"1775041589-43","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#questions","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#faq-8796127602764","https://epson.com/faq/SPT_C11CJ67201~faq-00004db-shared?faq_cat=faq-8796127602764","Who do I contact for software support?","Click on the Contact Us tab on your product's support page to contact Epson for support. If your product comes with third-party software, contact the software company."
"1775041592-44","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#questions","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#faq-8796127602764","https://epson.com/faq/SPT_C11CJ67201~faq-00004c0-shared?faq_cat=faq-8796127602764","Where can I find the IP address of my router?","Most wireless routers have a default IP address that can usually be found in the router's documentation.      For more support on your router, contact the manufacturer of your router.      You can also print a network status sheet from your printer's control panel to find your router's IP address.      Note: The network status sheet will list your router’s IP address only if you have set up your printer with a network connection to the router. If you print a network status sheet before setup, the router's IP address will not be listed on the network status sheet."
"1775041595-45","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#questions","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#faq-8796127602764","https://epson.com/faq/SPT_C11CJ67201~faq-00004b7-shared?faq_cat=faq-8796127602764","How do I change the font size of text when I print from software in Windows?","You need to select the text or font size in the software you are printing from, not the printer driver. For detailed instructions, contact the company for the application you are printing from."
"1775041599-46","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#questions","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#faq-8796127602764","https://epson.com/faq/SPT_C11CJ67201~faq-00004ba-shared?faq_cat=faq-8796127602764","How do I add my product as an IP printer on my Mac?","Do the following:      Open the  menu, select System Preferences or System Settings, and then select Print & Fax, Print & Scan, or Printers & Scanners.    Select your printer, if necessary.    Click + or Add Printer, Scanner, or Fax and select IP on the toolbar.    Select a protocol. If you do not know which protocol to choose, leave it as Line Printer Daemon-LPD.    Click the Address field and enter your printer's IP address. You see the message Gathering printer information as your Mac connects to the printer.    Click Add after your printer appears in the Use field to create a printer queue. If your printer does not appear in the Use field, select Auto Select from the drop-down box."
"1775041606-47","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#questions","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#faq-8796127569996","https://epson.com/faq/SPT_C11CJ67201~faq-0000506-et2400?faq_cat=faq-8796127569996","I am unable to scan multiple images at once. What should I do?","Try the following:      Make sure you position photos at least 0.2 inch (4.5 mm) away from the edge of the scanner glass and at least 0.8 inch (20 mm) away from each other.    Note: The edges of your original may be cropped by 0.06 inch (1.5 mm) from the edge of the scanner glass. Manually position your original away from the edges to prevent cropping.      Caution:
  Do not push down on the document cover or scanner glass, or you may damage the product.      Make sure the scanner glass is clean. Clean the scanner glass with a soft, lint-free cloth (microfiber is recommended), moistened with a little glass cleaner. Paper towels are not recommended.    Caution:
  Do not spray glass cleaner directly on the glass, and do not press the glass surface with any force."
"1775041611-48","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#questions","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#faq-8796127569996","https://epson.com/faq/SPT_C11CJ67201~faq-00004d8-et2400?faq_cat=faq-8796127569996","The quality of an image I scanned with Epson Scan 2 is poor. What should I do?","See the links below for solutions to your problem type.  Related tasks
  Resetting the Epson Scan 2 Settings
  Related references
  Characters are Not Recognized During Conversion to Editable Text (OCR)
  Image Colors are Patchy at the Edges
  Image Consists of a Few Dots Only
  Line of Dots Appears in All Scanned Images
  Ripple Patterns Appear in an Image
  Scanned Image Quality Problems
  Scanned Image Edges are Cropped
  Straight Lines in an Image Appear Crooked"
"1775041614-49","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#questions","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#faq-8796127569996","https://epson.com/faq/SPT_C11CJ67201~faq-00004d7-et2400?faq_cat=faq-8796127569996","I see a blank Scanner Settings window when I start Epson Scan 2. What should I do?","Close the Scanner Settings window and follow the steps below for your connection type.      USB Connection      Make sure you restarted your computer after installing the product software.    Turn off your product, and then turn it back on.    Make sure your product is connected to your computer or USB hub. Start Epson Scan 2. If you see your product in the Scanner Settings window, the problem is solved. If you see a blank Scanner Settings window, close the window and go to the next step.    Note: If your product is connected to a USB hub, make sure the hub has its own power source.      Do one of the following:    If your product is connected to a USB hub, connect the USB cable directly to your computer instead. Start Epson Scan 2. If you see your product in the Scanner Settings window, the problem is solved. If you see a blank Scanner Settings window, close the window and go to the next step.    If your product is not connected to a USB hub, go to the next step.            Wireless Connection      Make sure your product is connected to the same network as your computer and start the Epson Scan 2 Utility. The Scanner Settings window appears again.    Click Enable Editing (Windows) or  (Mac) and click Yes on the screen that appears. If necessary, enter your computer's administrator password and click OK.    Note: If you do not see the Enable Editing button, run the Epson Scan 2 Utility as the administrator. Navigate to the shortcut for the Epson Scan 2 Utility, right-click the shortcut, and then click Run as administrator.      Click Add or click the + button. Make sure your product is selected as the Model in the screen that appears.
  
    Select the IP address for your product.    Note: If nothing appears in the Search for Network box, make sure your product is connected to the same network as your computer. If your product is connected to the same network and the box is still blank, contact Epson Support.      Click Add. Your product appears in the Scanner Settings window.
  
    Click OK."
"1775041618-50","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#questions","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#faq-8796127569996","https://epson.com/faq/SPT_C11CJ67201~faq-0000606-et2400?faq_cat=faq-8796127569996","I can't start Epson Scan 2. What should I do?","If you cannot start Epson Scan 2, try these solutions:      Make sure your product is turned on and any interface cables are securely connected at both ends.    If your product is connected to a USB hub, connect it directly to your computer instead.    Make sure Epson Scan 2 is selected as your scanning program.    Make sure your computer is not running in a power-saving mode, such as sleep or standby. If so, wake your system and restart Epson Scan 2.    Check the connection setting and test the connection using Epson Scan 2 Utility:    Windows 11: Click , search for Epson Scan 2 Utility and select it. Make sure the correct product is selected. If necessary, select the Other tab and click Reset.      Windows 10: Click  and select EPSON > Epson Scan 2 Utility. Make sure the correct product is selected. If necessary, select the Other tab and click Reset.      Windows 8.x: Navigate to the Apps screen and select Epson Scan 2 Utility. Make sure the correct product is selected. If necessary, select the Other tab and click Reset.      Windows (other versions): Click  or Start > All Programs or Programs > EPSON > Epson Scan 2 > Epson Scan 2 Utility. Make sure the correct product is selected. If necessary, select the Other tab and click Reset.      Mac: Open the Applications folder, click Epson Software, and click Epson Scan 2 Utility. Make sure the correct product is selected. If necessary, select the Other tab and click Reset.      Make sure you do not have multiple versions of Epson Scan 2 installed. If you do, uninstall both versions and install one version.    If you upgraded your operating system but did not reinstall Epson Scan 2, try reinstalling it.    Related concepts
  Uninstall Your Product Software
  Related information
  Starting a Scan"
"1775041621-51","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#questions","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#faq-8796127569996","https://epson.com/faq/SPT_C11CJ67201~faq-0000681-et2400?faq_cat=faq-8796127569996","How do I print a scanned image and save the file to my computer with Epson ScanSmart?","Open Epson ScanSmart and follow the instructions below.      Printing a Scan  You can print your scanned image and save the scanned file to your computer.    Note: Printing scanned images is available only with Epson printers. If you do not have an Epson printer, save the file and print it from an application that can open the file.      Make sure your originals are scanned and reviewed. See the link below.    In the Select Action window, click Print. You see a screen like this:
  
    Change the settings as follows:    Select the Epson printer and change the print settings, if necessary.    Select the number of copies you want to print.    If you also want to save a copy of the scanned image to your computer, click the checkbox.    The document type and scan date for the file name are automatically detected. You can change them as necessary.    You can save the scanned image in a variety of formats. If you select Searchable PDF as the File type setting, you can select the OCR (Optical Character Recognition) language.    Select the folder on your computer in which to save the file.        Click Print.    Related tasks
  Scanning a Document or Photo in Epson ScanSmart"
"1775041624-52","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#questions","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#faq-8796127569996","https://epson.com/faq/SPT_C11CJ67201~faq-0000680-et2400?faq_cat=faq-8796127569996","How do I attach a scanned image to an email with Epson ScanSmart?","Open Epson ScanSmart and follow the instructions below.      Attaching a Scan to Email  You can attach a scanned image to an email as a file attachment.    Note: Your email app and account settings should be configured before scanning. You must install a MAPI-type email program such as Outlook Express, Windows Live Mail, Entourage, or Mac Mail. Attach to Email only supports 32-bit MAPI-compatible mail apps. Web-based email services such as Gmail are not supported. If you see an error message, your email app may not be compatible and you will need to save the scans and manually attach the file to an email.      Make sure your originals are scanned and reviewed. See the link below.    In the Select Action window, click Attach to Email. You see a screen like this:
  
    Change the settings as follows:    The document type and scan date for the file name are automatically detected. You can change them as necessary.    You can save the scanned image in a variety of formats. If you select Searchable PDF as the File type setting, you can select the OCR (Optical Character Recognition) language.    If you also want to save a copy of the scanned image to your computer, make sure the checkbox is selected and select the folder on your computer in which to save the file.        Click Attach to E-mail. Your email program opens with the file attached to a new email.    Related tasks
  Scanning a Document or Photo in Epson ScanSmart"
"1775041627-53","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#questions","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#faq-8796127569996","https://epson.com/faq/SPT_C11CJ67201~faq-0000682-et2400?faq_cat=faq-8796127569996","How do I change the scan settings in Epson ScanSmart?","Open Epson ScanSmart and follow the instructions below.      Changing the Scan Settings  You can change detailed scan settings such as the resolution, document size, and more.    Note: If you select Auto Mode, you cannot change the scan settings.      Click the Settings button. You see a screen like this:
  
    Do one of the following:    To change Document Mode settings, select Document Mode > Custom Settings.    To change Photo Mode settings, select Photo Mode and click Close. When you start a scan, you will be prompted to select scan settings.    You see a screen like this:
  
    Change the settings as necessary and click Save."
"1775041630-54","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#questions","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#faq-8796127569996","https://epson.com/faq/SPT_C11CJ67201~faq-0000c70-et2400?faq_cat=faq-8796127569996","Scanning is slow when I scan with Epson ScanSmart. What should I do?","If scanning becomes slow, try these solutions:      Scan your original at a lower resolution, if possible.    Make sure your system meets the requirements for your operating system. If you are scanning a high-resolution image, you may need more than the minimum requirements. If necessary, increase your system's memory or reduce the resolution.    In Epson Scan 2, open the Configuration screen and turn off Quiet Mode on the Scan tab."
"1775041633-55","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#questions","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#faq-8796127569996","https://epson.com/faq/SPT_C11CJ67201~faq-0000a29-et2400?faq_cat=faq-8796127569996","How do I scan from a smart device?","You can use the Epson Smart Panel app to scan from a network scanner to an iOS or Android device over a direct Wi-Fi connection.    Download the Epson Smart Panel app from your device's app store or from Epson's website. See the link below.    Place your original on the product for scanning.    Open the Epson Smart Panel app and select a scan menu on the home screen.    Follow the on-screen instructions to scan and save your original.    Related tasks
  Using the Epson Smart Panel Mobile App"
"1775041637-56","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#questions","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#faq-8796127569996","https://epson.com/faq/SPT_C11CJ67201~faq-0000a28-et2400?faq_cat=faq-8796127569996","I cannot scan over a network. What should I do?","If you have problems scanning over a network, try these solutions:      Make sure you are scanning from a computer. If you want to scan from your product control panel, you must connect the product to your computer with a USB cable.    Check the scanning setting assigned in Epson Event Manager.    If you are scanning a large original at a high resolution, a network communication error may occur. Try scanning again at a lower resolution.    If network communication was interrupted while starting Epson Scan 2, exit Epson Scan 2, wait a few seconds, and restart it. If Epson Scan 2 cannot restart, turn off your product, turn it back on, and try restarting Epson Scan 2 again.    Check the scanner setting and reset the connection if necessary using Epson Scan 2 Utility:    Windows 11: Click , then search for Epson Scan 2 Utility and select it. Make sure your product is selected. If necessary, select the Other tab and click Reset.      Windows 10: Click  and select EPSON > Epson Scan 2 Utility. Make sure your product is selected. If necessary, select the Other tab and click Reset.      Windows 8.x: Navigate to the Apps screen, select EPSON, and select Epson Scan 2 Utility. Make sure your product is selected. If necessary, select the Other tab and click Reset.      Windows (other versions): Click  or Start > All Programs or Programs > EPSON > Epson Scan 2 > Epson Scan 2 Utility. Make sure your product is selected. If necessary, select the Other tab and click Reset.      Mac: Open the Applications folder, click Epson Software, and click Epson Scan 2 Utility. Make sure your product is selected. If necessary, select the Other tab and click Reset.      You may need to disable the firewall and any anti-virus software on your wireless router or access point.    Related information
  Wi-Fi Networking
  Starting a Scan"
